,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
132,201.3809518625492,-431.9294821822964,103.03038966894987,1040.9631529516394,27.588185352596504,-2156.360336223611,1351.3516575751084,6188.662038688358,334.8916968430894,-3669.0108791902026
133,-390.31139024610275,1299.9844102067664,-270.40285928638633,-1702.5427795059466,-251.81535742314287,4073.2263125773457,-2682.684847292362,-8324.818428985638,-2947.003899654905,3246.299736339417
134,588.8775737725591,-2101.8780427124143,457.81827872726865,3161.6567788827824,-132.71140192005998,-6655.606170756559,4456.10852942832,17305.407599274902,-583.5692998993802,-11647.121553524184
135,80.50595186254921,-304.9294821822964,-0.46961033105013245,353.47877795163936,-1.2868146474034956,-834.3603362236111,204.60165757510853,752.6620386883577,567.6416968430893,-445.01087919020244
136,367.99476578313477,-1298.815320426775,211.08739054625747,1511.7731525188588,121.53527339704988,-3441.658733044613,1489.6679668627453,6775.844492697694,1445.5448618299017,-3318.4143172748854
137,125.00595186254921,-343.9294821822964,89.53038966894987,636.1037779516394,44.713185352596504,-1168.360336223611,431.60165757510856,3944.662038688358,171.6416968430894,-1445.0108791902026
138,-872.9652637888022,2877.656990817059,-827.9066752578527,-5563.654193984119,328.55444311179986,9755.741961744614,-7904.330156349951,-31660.498856693906,1876.2973635267983,22822.286779471084
139,-17.744048137450793,249.0705178177036,-64.84461033105013,-327.09934704836064,-102.28681464740349,535.6396637763889,96.85165757510853,-2295.337961311642,-334.6083031569106,226.98912080979756
140,477.417755746341,-1573.3482884810571,524.7906562655877,3502.3114409545815,-678.445708104282,-5322.864331920677,4187.926174726066,19698.526236943108,-5647.3036189990335,-16028.370866855268
141,87.88095186254921,-60.92948218229638,40.280389668949866,532.1819029516394,-1.6618146474034956,-697.3603362236111,321.10165757510856,2676.662038688358,266.2666968430894,-1709.0108791902026
142,781.5493620016771,-2405.449924370127,588.9977673872064,4158.61146670995,77.82143175938766,-7880.370781985208,4875.518406245212,20877.936527421563,1692.6244963434483,-12501.342347857117
143,-7.244048137450793,92.07051781770362,-4.7196103310501325,-13.97434704836064,-43.536814647403496,123.63966377638899,9.601657575108536,44.66203868835771,-298.8583031569106,-409.01087919020244
144,368.6526324166499,-1422.7775083024171,223.46943966170952,1802.8572986182544,41.54142642139894,-3859.084407227427,2002.6266308851136,8647.889314649135,461.34350550916713,-4892.86724035583
145,59.13095186254921,-809.9294821822964,95.03038966894987,292.58815295163936,-85.91181464740349,-1408.360336223611,1278.6016575751084,3556.662038688358,-896.8583031569107,-1973.0108791902026
146,-629.0556522674575,1120.1351819730887,-447.41181440581687,-3632.5382421130007,-180.93017806073797,5406.814276318501,-2967.4266057650793,-14009.152276184273,-3012.91252953257,7926.984382378491
147,116.50595186254921,230.0705178177036,42.155389668949866,392.11940295163936,30.838185352596504,-542.3603362236111,282.85165757510856,1132.6620386883576,418.8916968430894,-953.0108791902024
148,1241.0273439871874,-4138.236771550776,1009.1758615029164,6083.852041352022,-47.752942927051734,-12587.385410722236,8868.38697170035,32722.49798118322,1176.9005844751773,-21044.74414117684
149,129.1309518625492,-203.9294821822964,134.03038966894988,820.2287779516394,17.588185352596504,-1548.360336223611,983.8516575751086,4636.662038688358,154.2666968430894,-3377.0108791902026
150,-63.630361998367405,-67.12647684333484,-7.3842685876372265,-425.59530207498926,-19.80632696430298,128.67091071844655,-30.145665408651197,-1267.4655077533932,-519.6497425807685,134.29373882618515
151,38.25595186254921,-713.9294821822964,-26.71961033105013,-11.77122204836064,-104.53681464740349,-623.3603362236111,523.6016575751086,644.6620386883577,-802.2333031569107,-1021.0108791902024
152,331.67906860378514,-2060.5095589734065,151.98248708808273,761.8104148255147,113.74103878423018,-3914.7649558421954,2132.776998808057,4682.632333235038,1048.6210697500403,-2583.3403226183177
153,222.0059518625492,-451.9294821822964,157.78038966894988,1163.5569029516394,69.58818535259651,-2177.360336223611,960.1016575751086,5300.662038688358,946.7666968430893,-2797.0108791902026
154,1141.5501169854306,-3718.279439777301,993.7238759474944,6746.398902563532,-60.48416127665869,-12104.667940015472,8128.345329361442,34426.98027573935,815.4827796971621,-21234.87936678179
155,58.88095186254921,24.070517817703617,74.78038966894987,493.60377795163936,-35.786814647403496,-518.3603362236111,450.85165757510856,2992.662038688358,-212.1083031569106,-2281.0108791902026
