,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
Gebouwen_VSK_PercLand_BK,-0.06004934508564542,0.5982785266889848,0.009799739885497078,-0.081589898693014,0.15923046347559253,-0.14866606382882025,0.08816996367044726,0.2841296749142449,-0.07668244544545728,-0.049328820325150693
Agrarisch_PercLand_BK,0.08525973909808708,-0.2122548973653305,-0.053756133046863414,-0.04691062756679628,-0.0707252300114179,0.17059942740891704,-0.015812650640977154,0.09804430178453809,-0.04116664077007788,-0.0983965730799611
Gebouwen_ONO_PercLand_BK,-0.06008690744846956,0.5985967144296762,0.00967511019454968,-0.08208693873463459,0.15879601625501089,-0.14873757428732332,0.08852650802895633,0.2829644248110492,-0.07512520516601384,-0.04885964519767146
Water_ONO_PercTotaal_BK,0.05080376166697556,0.031602250511834344,-0.018698699182141475,0.02371863766873106,-0.0468487502206638,0.03428037612988703,0.04625083194606145,0.021831175994700608,0.22879396318452333,-0.04284819896407118
Oppervlakte_Land_ONO_m2_BK,0.029268560898894038,0.18980795336660408,0.0390846494807295,0.09895098893328229,0.08548027286550183,-0.025299270244009697,0.9277192040959583,-0.04610637175876165,-0.02605852597368946,0.023651251564649804
Oppervlakte_Water_ONO_m2_BK,0.05135799100829682,0.1752719691594088,0.019068789276736865,0.08105738471183993,0.04386948786196135,-0.036870738834405524,0.7659508832598043,-0.025947316903255756,0.18048119811473776,0.02355025456066612
Openbaar_percland,0.12472034159435877,0.6173827389589874,-0.0011650989819499858,0.33819241614086576,0.046662474145974166,0.06115313479565903,0.1771703724178519,-0.26377331760990225,-0.0045985628158341126,0.40762890610627694
Nietopenbaar_percland,-0.14834795087688374,-0.7885328990651148,-0.0016375675473525226,-0.29583365159820724,-0.07116045394347106,0.04916032361281767,-0.1642393996338104,0.12943220669433342,0.01655015701878336,-0.32847423431267536
Onverhard_agr_percland,-0.14250162025024518,-0.8258687685866515,0.010257333878366401,-0.18647226588351143,-0.1127099162973317,0.25662254017931935,-0.21145564374888434,0.11735174862553019,-0.024493677588743643,-0.20895169960541735
Onverhard_agr_percland_BK,0.06340384563486211,-0.5259972027895092,-0.035225396127071144,0.17484169405034125,-0.16537758026017443,0.16493585721019824,-0.13471446410287113,0.0685770554497286,-0.14425610196736027,-0.02463770372559678
Shape_Area_BK,-0.045589334164053495,-0.3284454999379109,-0.0420195367438385,-0.059516701384257804,-0.09674577655629744,0.8907708603674663,0.007990018138124498,0.03210651691827365,0.1370915747045599,0.01598413842646769
Groen_NietOpenbaar_PercNO_BK,0.06211496401309836,-0.2190456358724697,-0.021753913879383645,0.17106411341758285,-0.10711732338418668,0.14647985518096732,-0.0941782654369536,0.03228213692804317,0.15966641056037614,0.17537722703430014
Steen_NietOpenbaar_PercNO_BK,-0.06719949169194975,0.5196328157350452,0.03408953313144383,-0.14596501440429885,0.13682675606208725,-0.1832396641134804,0.18339101402996527,-0.0358560344983583,0.015386907987143672,-0.09462640619941458
OV_Land_m2,-0.03222382599487593,-0.33049246910743596,-0.04241787192684259,-0.052407919485423775,-0.10090347131773406,0.8988825626830242,0.006465318604939435,0.03552090063942217,0.05384814372394906,0.00673187234238461
OV_Op_m2,0.022244204564224254,-0.04922941566666674,-0.007018490661026096,0.03000035125121789,-0.07149180890619475,0.6701814340888999,0.04242816074434267,-0.12425513859844342,-0.08067738980847952,0.40371783520013654
OV_NO_m2,-0.056339161785635174,-0.39100424560125857,-0.05790366168657133,-0.0813133729910342,-0.0930150456835653,0.7383929208585782,-0.02475683245871983,0.11811319424545448,0.1104419006000332,-0.22658198260190454
Aantal_Panden,0.10447058995827234,0.27380930471366355,0.058837268529719,0.16327175647582876,0.04986829878243446,0.11584569574298899,0.7674776445915076,-0.09852649288235642,-0.04384779030524862,-0.10327545240508729
BKBgraad_Tot_percLand_AHN3,0.06034591482290078,0.15684287626883553,3.735975469819616e-05,0.9145629434816833,0.05907310077358905,-0.08735195593692113,0.038623874369344294,-0.03808596426598549,-0.06907687276937276,0.20362717498840968
BKBgraad_Tot_percLand_AHN4,0.06183302311209936,0.1480080101041862,0.0025954089308062363,0.9198867651695763,0.06205749720248331,-0.08258171610601323,0.04868226218761879,-0.039148243695821205,-0.060385838808896836,0.207095027417067
BKBgraad_Tot_percLand_AHN5,0.0597605390596314,0.16118879801105318,0.0017312233618620458,0.9085346691476849,0.05443402014807822,-0.11995841599593408,0.05720794672038756,-0.05113143196059498,-0.04527307007335085,0.1980825484395754
BKBgraad_Op_percOp_AHN3,-0.06546824812601422,-0.1952487287683977,-0.01621154131189609,0.8695735776145533,0.02822325910873945,0.16260880988311335,-0.01755940851116388,0.05087811492928482,-0.021836491878576954,-0.18317619221713263
BKBgraad_Op_percOp_AHN4,-0.0675238113863652,-0.2021917315203124,-0.013437031518230799,0.8658907378644506,0.033989763983167165,0.1633076441367846,-0.010956506270960155,0.04884068385577508,-0.011808870115977718,-0.1861379279524868
BKBgraad_Op_percOp_AHN5,-0.06436407830431537,-0.16474763405551351,-0.0079106533615265,0.8652380307086809,0.01729078831402488,0.06930665772467685,0.008452326493147666,0.02237673387099203,0.008645690402414852,-0.17311134284697946
BKBgraad_NO_percNO_AHN3,0.09021457108739812,0.4083343430934289,-0.027829824325242468,0.6782485190851278,0.06632275245324305,-0.26064887725935315,0.029160816978651798,0.10634579598844512,-0.10427015101722885,0.24355431575459563
BKBgraad_NO_percNO_AHN4,0.09537808481125774,0.3698414311892039,-0.024817015873604176,0.6922273190392491,0.06983020892306499,-0.27499351563406366,0.03649659066921638,0.10831618819250266,-0.10243703861390265,0.2547770076213505
BKBgraad_NO_percNO_AHN5,0.09286334448121114,0.35034052988592707,-0.023222862328170567,0.7012222030453292,0.07054277691339285,-0.26489992489340836,0.036380739835870535,0.0944746297803857,-0.09998397342864317,0.2614779197610813
percPanden_30Regel_AHN3,-0.01923916030987436,-0.08077578515101047,-0.012058843274377735,0.46208441061441297,-0.04849117406464542,0.13594541543816746,-0.13362354353948744,0.05764550720427479,-0.008416880614806466,0.502969095159482
percPanden_30Regel_AHN4,-0.03464586984884876,-0.09214254791326001,-0.013863672119957463,0.4794841302906354,-0.04820761787131865,0.15318934277206508,-0.1263208608144893,0.05648486190279198,-0.0038309025887167257,0.5082420529238875
percPanden_30Regel_AHN5,-0.020149622495800604,-0.08677626695514808,-0.014196945886025469,0.486076316075956,-0.058080120232245736,0.11193017300674335,-0.11886571607562631,0.05737506618421406,0.005433080504116138,0.5022190472269669
percPanden_tusen10en30Regel_AHN3,0.014592885750831374,0.3002915206932784,-0.06311890142403756,0.6618555428681301,-0.006131775694889074,0.0881891752893246,0.1500097393108875,-0.2998252369076492,-0.00872168066302765,-0.22537017734825224
percPanden_tusen10en30Regel_AHN4,0.0325345429911386,0.3249402961830154,-0.053281818896311645,0.6513384317984098,0.010275459788283816,0.06868255209651575,0.1567151445664325,-0.29928980384750875,-0.010325716980779739,-0.2706643371714261
percPanden_tusen10en30Regel_AHN5,0.03175838329504645,0.34794876700358307,-0.05433193122486907,0.6270779190633046,-0.0003006287539210521,0.040220862429715794,0.16695398287889315,-0.30886699065763923,-0.0007615291597478484,-0.25832196878986285
gemScore_BKB_perPand_AHN3,0.038874579442331164,0.1689119502932491,0.004885042707448723,0.8373680136669736,0.039822137079247484,0.09417495550328776,0.012508697878201426,-0.14295961752666755,-0.020212311303184155,0.21662243736400202
gemScore_BKB_perPand_AHN4,0.03776273240640974,0.15543591344096613,0.008354374311986596,0.8328487110869074,0.03907841341507724,0.10271693617390944,0.005639059542526514,-0.14168956507400893,-0.016934967747564793,0.23034188922846027
gemScore_BKB_perPand_AHN5,0.038183006937840346,0.17052135561407228,0.006594149735139374,0.8199155557413933,0.03030109111299728,0.06502332046566141,0.01423734517176229,-0.1547371145376654,-0.0048418344998826645,0.222805121694062
SHDTot_percLand_AHN3,0.12515670276398816,0.5486666626183265,0.007588139077151487,0.7407421176798453,0.08874406329845079,-0.23532353946631612,0.08279259707942681,0.043231188070719934,-0.0474159201275048,0.11343569261137765
SHDTot_percLand_AHN4,0.12768167384067824,0.5490828468689372,0.008993364354939375,0.7424170230358682,0.09079744148192732,-0.24095601674168937,0.09074985069170341,0.0431382830459536,-0.03731047949628703,0.1132712666037929
SHDTot_percLand_AHN5,0.11890253443943567,0.5496482769311217,0.011422305204143102,0.7398773424388372,0.08872674447187553,-0.22329478300078287,0.09222169255194428,0.019274357590262938,-0.019155045889573587,0.08322575333003084
SHDTot_Op_percOp_AHN3,-0.0028731262103673435,0.06802864208427732,0.014844965210316627,0.8873176907629929,0.06851993816520117,0.05363310407640518,-0.018775925544814494,0.14071345118038206,-0.016973611503420034,-0.22484424549669613
SHDTot_Op_percOp_AHN4,-0.002387150680118038,0.07800599345863644,0.015896568975730035,0.8912829225785519,0.07674242056012473,0.045134971724251745,-0.007501984311208192,0.1388351663150643,-0.00427195891133666,-0.23228595649751232
SHDTot_Op_percOp_AHN5,-0.0065074081883558605,0.13539755294356973,0.02216913916638398,0.8721073531670797,0.06358115721381527,-0.01459624030971286,0.011828612486305599,0.1146382966492076,0.018687582353339623,-0.22733250315462764
SHDTot_NO_percNO_AHN3,0.11034858164393718,0.766056837456858,-0.03433642083602929,0.49955415304046286,0.054304043718918595,-0.21181161017211697,0.05277561906345191,0.0844827800302401,-0.060823093003380284,0.07603715541870122
SHDTot_NO_percNO_AHN4,0.11535734646278456,0.7685635142597619,-0.031044546589939596,0.49596821160073323,0.05873424816043722,-0.2193985767622825,0.0560696497116452,0.0859193401609944,-0.05789948739581465,0.08057317460064695
SHDTot_NO_percNO_AHN5,0.11169064406587136,0.7672621669984226,-0.025965526262019145,0.504665803547595,0.061929867298844345,-0.19365338219041123,0.05081762069559554,0.06710299551554878,-0.048077142024145446,0.057614190219176006
SHDGrijs_percLand_AHN3,0.11299406564756646,0.8572638578379754,-0.034752417455483464,0.20845879916189128,0.04477999589548731,-0.19208895659132233,0.07247459604309131,0.20482760165223496,-0.005939222895652482,0.02182814255307466
SHDGrijs_percLand_AHN4,0.11680327696629512,0.8642035595182014,-0.03350321389344041,0.1923387493765259,0.043906253560194675,-0.19391956179331477,0.0704686423020509,0.20152857497047583,-0.002976668539962081,0.025487708279397232
SHDGrijs_percLand_AHN5,0.1137872966090282,0.8708033997916224,-0.027674058996922993,0.20390303929124043,0.053319090037395295,-0.16775460520304314,0.06337672492127396,0.16842626468834093,0.00971012953717747,-0.0005789484199421768
SHDGrijs_Op_percOp_AHN3,0.03550076231199796,0.7729210223724684,-0.024213200448339096,-0.017207507373270602,0.01703796322377639,0.0650517766568817,-0.05012279370221872,0.4880921023896637,0.07752757342788462,-0.08079979537995867
SHDGrijs_Op_percOp_AHN4,0.04656583910002991,0.7902531052723474,-0.026206470588866784,-0.02887730359989668,0.018598165098076942,0.055944286905016315,-0.04243869392389471,0.4740731130622722,0.06974927171029935,-0.0638029241833058
SHDGrijs_Op_percOp_AHN5,0.044256169613509116,0.7898211744403454,-0.026913591253559643,-0.012444920681872177,0.022481838007383452,0.0654606568993176,-0.04051631442721781,0.4522184822815469,0.08477800794472387,-0.06628112560597373
SHDGrijs_NO_percNO_AHN3,0.08983812782477828,0.9031107078063114,-0.045693053102334215,0.22104351848906115,0.022537565346361952,-0.10369538147854794,0.043913307403467335,0.11441527573911936,-0.0013166141719438854,-0.03353099598521095
SHDGrijs_NO_percNO_AHN4,0.0917122821718776,0.9056270099564679,-0.04599393733680475,0.20616086298280104,0.02440485105123175,-0.10472575779682682,0.04500525537944248,0.11081657700966573,0.0018325973946596986,-0.029547793412097206
SHDGrijs_NO_percNO_AHN5,0.09083256600565877,0.903383650910794,-0.042937847109904545,0.21154756165916905,0.02876779005814966,-0.08822271877364207,0.03834043273141038,0.09214287305864113,0.008774156904026201,-0.04899306939611414
SHDGroen_percLand_AHN3,0.09473127371665922,0.24133940195925266,0.012037198184665678,0.8909996395971137,0.08236595954452453,-0.1897494848843737,0.08058587242068534,-0.06063162047758737,-0.05550630140589876,0.1415195070886131
SHDGroen_percLand_AHN4,0.09480271716855806,0.22714032613297344,0.014285503260006802,0.8992982598426946,0.08548495093936966,-0.19415877080455163,0.09164495130350941,-0.06153054314110507,-0.043230987166703254,0.13854419643990704
SHDGroen_percLand_AHN5,0.08603897351575314,0.24221090028841313,0.012049574545714046,0.8859222456443577,0.07497175494085574,-0.19344448897578473,0.09956840084607109,-0.07008760361252954,-0.024729918986406516,0.11379669174402661
SHDGroen_Op_percOp_AHN3,-0.018864557952351823,-0.10123052723480717,0.001518652148485952,0.9065816398350509,0.053255368623297,0.05398744753463568,0.004210758000804428,0.033011395145120546,-0.028809498955999838,-0.208094829223249
SHDGroen_Op_percOp_AHN4,-0.02248808739138849,-0.10384843727906776,0.000724153678288004,0.9113093978938149,0.059201116400553595,0.048654127210331424,0.015984815153869656,0.028699867219853275,-0.01399149891557839,-0.21776016071784307
SHDGroen_Op_percOp_AHN5,-0.026968731783512313,-0.0495789463648319,0.005500729635356153,0.8969597501997689,0.04220475833360707,-0.020896835720343017,0.03774819170143579,0.004182396994321964,0.006635036765380056,-0.2127265214475395
SHDGroen_NO_percNO_AHN3,0.10295912676771016,0.401731027017794,-0.020899815335658815,0.7169863114127516,0.07397371656372971,-0.2810988872113298,0.055281174034787495,0.028365976328994996,-0.11520034689423685,0.19073264995371922
SHDGroen_NO_percNO_AHN4,0.1041516643772428,0.35866201343039084,-0.019708615847426773,0.7355485849052404,0.0757248883930341,-0.2886133853186564,0.06495402623942527,0.028664550937638762,-0.11344269520114435,0.20085026200388914
SHDGroen_NO_percNO_AHN5,0.09517105848485992,0.360534669225967,-0.018768217938603653,0.7434676058125901,0.07061938003654805,-0.2601494476699859,0.0654970293927386,0.01891205133995836,-0.09929067076058586,0.18141804690284957
SHDTot_LVR_percLVR_AHN3,-0.05081384125369527,0.14099310626124648,0.03728577351175794,0.08544884302199918,0.9686351892119,-0.08001094927377858,0.05432686678591994,-0.032043739890359274,-0.055308621765592314,-0.017135163865366464
SHDTot_LVR_percLVR_AHN4,-0.050780329855106505,0.14098942834101957,0.03727696827673551,0.0854972903988985,0.9686371333202877,-0.0800248521214537,0.05433718476386717,-0.03204442190754538,-0.05526866902607297,-0.017134044715875704
SHDTot_LVR_percLVR_AHN5,-0.04987273174582191,0.13882505919711682,0.0371838934661385,0.08797673146960004,0.9662543445364999,-0.07477404823255707,0.053907037341131434,-0.03094429854552107,-0.05694298092985479,-0.021704775092966234
SHDGrijs_LVR_percLVR_AHN3,-0.05092840498042114,0.1417663914268683,0.03720940426720072,0.08166467366545306,0.968809868818936,-0.08039957163908529,0.05463656858294666,-0.032347059650551346,-0.05473776495055489,-0.016406315455208063
SHDGrijs_LVR_percLVR_AHN4,-0.050905126166337744,0.1418273830806567,0.03720932817415358,0.08163537274714906,0.9688045916775493,-0.08041642901351317,0.05463794074414167,-0.032355397385578945,-0.054724494484535216,-0.01639300885395902
SHDGrijs_LVR_percLVR_AHN5,-0.049949250099307924,0.13939392064239245,0.037101067873034896,0.08448764263056664,0.9664469350961984,-0.07485516753073558,0.05406993569685774,-0.031121409913082314,-0.05659200900815511,-0.0209677690398713
SHDGroen_LVR_percLVR_AHN3,-0.05107593903188364,0.13944362569674015,0.037154667776453563,0.08561225176308389,0.9688049424431359,-0.07987691792290007,0.054381121653600886,-0.03271970585957255,-0.05533311874486521,-0.016990831269889144
SHDGroen_LVR_percLVR_AHN4,-0.05106951162215957,0.13938422802801628,0.03713691703731632,0.08569463880860793,0.9688103493666896,-0.07986711116156626,0.05439592141000171,-0.03270999075907517,-0.05530351741656172,-0.01700292620587847
SHDGroen_LVR_percLVR_AHN5,-0.050129543870655026,0.137307893983071,0.037055725313576364,0.08812284555089665,0.9664206872714026,-0.07474409791589923,0.0539936298057203,-0.03156611053822436,-0.05699470732663722,-0.021538902382029563
Aantal_Panden_BK,0.9499436714869361,0.1511510982437396,0.034406069028029965,0.06404308394938464,0.037514214202625025,-0.012450565328583931,0.221000911016519,-0.03578926177272005,-0.04022125945236536,-0.015234652526478789
BKBgraad_Tot_percLand_AHN3_BK,0.9961734196951569,0.06094842799484577,0.02273320178718933,0.03191833606599151,0.025175039163695068,-0.008903506758102983,0.00934838548552853,-0.007327747297918216,-0.026900366984796777,0.0046175593340204366
BKBgraad_Tot_percLand_AHN4_BK,0.9961913965653056,0.06082332507411186,0.022713060204570583,0.03199198535980065,0.024993373532759777,-0.008794129885863283,0.009303094991465387,-0.007342337193806395,-0.02684682269900646,0.004693175765417834
BKBgraad_Tot_percLand_AHN5_BK,0.9961908471791032,0.06082139636795082,0.0227170012959589,0.03201893653663012,0.025023284986568615,-0.008831298923309243,0.009328172404414796,-0.007386797964623322,-0.02678712374685702,0.004650122569196285
BKBgraad_Op_percOp_AHN3_BK,0.9961347441994595,0.060796448392039217,0.02266242047355179,0.03328080290950938,0.02527228444592025,-0.008545858364591994,0.00929064326965965,-0.007271619115203211,-0.02723265144395683,0.004259879309043804
BKBgraad_Op_percOp_AHN4_BK,0.9961576123996715,0.06059729370036477,0.02263140323724691,0.033380909932894526,0.025026946800967488,-0.008527689451402145,0.009235334822503298,-0.007294030714660309,-0.027173767056620782,0.0041199955433494535
BKBgraad_Op_percOp_AHN5_BK,0.9961457914438379,0.0606417794083818,0.022632170510169993,0.03344586634204233,0.025186564974233213,-0.008538479211984338,0.009313114617156087,-0.007360469856900272,-0.027175059745035524,0.004068494643882326
BKBgraad_NO_percNO_AHN3_BK,0.9961804674419675,0.06093549155652708,0.022723455488495987,0.03134659085799543,0.02523667724085337,-0.009122571016902217,0.009232506061262137,-0.006875456272119686,-0.026838964459850265,0.004641395414640993
BKBgraad_NO_percNO_AHN4_BK,0.9962071052711882,0.06074209686276433,0.02269206968454199,0.03132426916725685,0.024960703677767215,-0.008981676253496464,0.00916029785097714,-0.006887498007660811,-0.026768477678113845,0.00480410157592724
BKBgraad_NO_percNO_AHN5_BK,0.9962101519679413,0.06069351361161139,0.022696244993542714,0.031318414292459386,0.024993129966182966,-0.009071266431571811,0.00915211833065085,-0.006907833084880656,-0.026731822043943768,0.0047283101321055595
